company,domain,tier,ats,token,extra,jobs,supported,found_on,jsonld
Deepnote,deepnote.com,2,ashby,deepnote,,4,yes,https://deepnote.com/join-us,
Doosan Skoda Power,doosanskodapower.com,2,teamio,doosanskoda,,-1,RESTRICTED,https://www.doosanskodapower.com/en,
Doosan Skoda Power,doosanskodapower.com,2,teamio,site-media,,-1,RESTRICTED,https://doosanskoda.jobs.cz/,
Emerson,emerson.com,2,oraclecloud,hdjq,,-1,no,https://www.emerson.com/en/corporate,
Gauss Algorithmic,gaussalgo.com,2,personio,gauss,,1,no,api-probe,
GoodData,gooddata.com,2,ashby,gooddata,,8,yes,api-probe,
Innovatrics,innovatrics.com,2,workable,innovatrics,,23,no,https://careers.innovatrics.com/,
Keboola,keboola.com,2,lever,keboola,,2,yes,https://www.keboola.com/about/jobs,
Partners Banka,partnersbanka.cz,2,teamio,partnersholdco,,-1,RESTRICTED,https://www.partnersbanka.cz/kariera,
Powerful Medical,powerfulmedical.com,2,personio,powerfulmedical,,8,no,https://www.powerfulmedical.com/careers/,
RegioJet,regiojet.cz,2,teamio,regiojet,,-1,RESTRICTED,https://regiojet.cz/kariera,
RegioJet,regiojet.cz,2,teamio,studentagency,,-1,RESTRICTED,https://regiojet.cz/kariera,
Rossum,rossum.ai,2,ashby,rossum.ai,,4,yes,https://rossum.ai/careers/,
SatoshiLabs,satoshilabs.com,2,ashby,satoshilabs,,3,yes,https://satoshilabs.com/careers,
Schneider Electric,se.com,2,bamboohr,schneider,,9,no,api-probe,
ShipMonk,shipmonk.com,2,greenhouse,shipmonk,,56,yes,api-probe,
Skip Pay,skippay.cz,2,ashby,skip,,13,yes,api-probe,
Sportisimo,sportisimo.cz,2,teamio,sportisimo,,-1,RESTRICTED,https://www.sportisimo.cz/,
Synthesia,synthesia.cz,2,ashby,synthesia,,75,yes,api-probe,
Synthesia,synthesia.cz,2,bamboohr,synthesia,,4,no,api-probe,
Tatra Trucks,tatra.cz,2,teamio,tatra,,-1,RESTRICTED,https://www.chcidotatry.cz/,
Teva,teva.cz,2,teamio,teva,,-1,RESTRICTED,https://www.teva.cz/you-career/,
Trinity Bank,trinitybank.cz,2,teamio,trinitybank,,-1,RESTRICTED,https://trinitybank.cz/kariera/,
Twisto,twisto.cz,2,recruitee,twisto,,3,no,https://www.twisto.cz,
Y Soft,ysoft.com,2,greenhouse,ysoft,,1,yes,api-probe,
ZF,zf.com,2,successfactors,performancemanager5,,-1,no,https://jobs.zf.com/,
ZF,zf.com,2,successfactors,career5,,-1,no,https://jobs.zf.com/,
Accenture,accenture.com,3,workday,accenture,wd103/AccentureCareers,2000,yes,https://www.accenture.com/cz-en/careers,
Accenture,accenture.com,3,recruitee,accenture,,2,no,api-probe,
Amazon,amazon.jobs,3,personio,amazon,,3,no,api-probe,
DXC Technology,dxc.com,3,workday,dxctechnology,wd1/DXCJobs,758,yes,https://careers.dxc.com/,
Deloitte,deloitte.com,3,workday,deloitteie,wd3/Experienced_Professionals,62,yes,https://www.deloitte.com/global/en/careers/job-search.html,
Deloitte,deloitte.com,3,lever,deloitte,,-1,yes,https://www.deloitte.com/global/en/careers/job-search.html,
Deloitte,deloitte.com,3,smartrecruiters,deloitte6,,-1,yes,https://www.deloitte.com/global/en/careers/job-search.html,
Deloitte,deloitte.com,3,successfactors,career4,,-1,no,https://www.deloitte.com/global/en/careers/job-search.html,
Deloitte,deloitte.com,3,successfactors,career2,,-1,no,https://www.deloitte.com/global/en/careers/job-search.html,
Deloitte,deloitte.com,3,successfactors,career19,,-1,no,https://www.deloitte.com/global/en/careers/job-search.html,
EY,ey.com,3,teamio,ey,,-1,RESTRICTED,https://www.ey.com/cs_cz,
EY,ey.com,3,recruitee,ey,,3,no,api-probe,
Honeywell,honeywell.com,3,oraclecloud,ibqbjb,,-1,no,https://www.honeywell.com/us/en/careers,
Infosys,infosys.com,3,bamboohr,infosys,,4,no,api-probe,
Johnson Controls,johnsoncontrols.com,3,workday,jci,wd5/JCI,2627,yes,https://jobs.johnsoncontrols.com/,
Johnson Controls,johnsoncontrols.com,3,personio,johnson,,3,no,api-probe,
Johnson Controls,johnsoncontrols.com,3,bamboohr,johnson,,5,no,api-probe,
Konica Minolta,konicaminolta.cz,3,teamio,konicaminolta,,-1,RESTRICTED,https://www.konicaminolta.cz/cs-cz/kariera,
Konica Minolta,konicaminolta.cz,3,recruitee,konicaminolta,,11,no,api-probe,
Kyndryl,kyndryl.com,3,workday,kyndryl,wd5/KyndrylEarlyCareers,40,yes,https://www.kyndryl.com/us/en/careers,
MSD,msd.com,3,workday,msd,wd5/SearchJobs,833,yes,https://jobs.msd.com/gb/en,
Novartis,novartis.com,3,workday,novartis,wd3/Internal_Careers_for_Acquired_Entities,602,yes,https://www.novartis.com/careers/our-business-functions,
SUSE,suse.com,3,workday,suse,wd3/Jobsatsuse,27,yes,https://www.suse.com/careers/,
SolarWinds,solarwinds.com,3,greenhouse,solarwinds,,92,yes,api-probe,
Sopra Steria,soprasteria.com,3,smartrecruiters,soprasteria1,,-1,yes,https://careers.soprasteria.com/,
Tata Consultancy Services,tcs.com,3,greenhouse,tcs,,91,yes,api-probe,
Tata Consultancy Services,tcs.com,3,bamboohr,tcs,,4,no,api-probe,
Valeo,valeo.com,3,workday,valeo,wd3/valeo_jobs,1151,yes,https://www.valeo.com:443/,
Vertiv,vertiv.com,3,oraclecloud,egup,,-1,no,https://www.vertiv.com/en-emea/,
Zebra Technologies,zebra.com,3,workday,zebra,wd501/Zebra_careers,242,yes,https://www.zebra.com/gb/en/about-zebra/careers.html,
Charles Games,charlesgames.cz,4,greenhouse,charles,,5,yes,api-probe,
Grip Digital,gripdigital.com,4,recruitee,grip,,3,no,api-probe,
Hangar 13,hangar13games.com,4,greenhouse,2kearlycareers,,0,yes,https://2k.com/careers/,
Hangar 13,hangar13games.com,4,greenhouse,hangar13,,11,yes,api-probe,
Hangar 13,hangar13games.com,4,bamboohr,hangar,,33,no,api-probe,
SCS Software,scssoft.com,4,bamboohr,scs,,14,no,api-probe,
Adastra,adastragrp.com,5,bamboohr,adastra,,1,no,api-probe,
Aricoma,aricoma.com,5,teamio,aricoma,,-1,RESTRICTED,https://www.aricoma.com/about-us/career,
ICZ,i.cz,5,teamio,icz,,-1,RESTRICTED,https://www.iczgroup.com/,
ICZ,i.cz,5,teamio,site-media,,-1,RESTRICTED,https://icz.jobs.cz/,
Lundegaard,lundegaard.eu,5,recruitee,lundegaard,,1,no,api-probe,
STRV,strv.com,5,recruitee,strv,,5,no,api-probe,
Trask Solutions,trask.cz,5,recruitee,trask,,5,no,api-probe,
