company,domain,tier,ats,token,extra,jobs,supported,found_on,jsonld
Raiffeisen Bank International,rbinternational.com,1,successfactors,performancemanager,,-1,no,https://jobs.rbinternational.com/?locale=de_DE,
Raiffeisen Bank International,rbinternational.com,1,successfactors,rmkcdn,,-1,no,https://jobs.rbinternational.com/?locale=de_DE,
Raiffeisen Bank International,rbinternational.com,1,successfactors,career2,,-1,no,https://jobs.rbinternational.com/?locale=de_DE,
Red Bull,redbull.com,1,recruitee,redbull,,1,no,api-probe,
Rimac Technology,rimac-technology.com,1,successfactors,career2,,-1,no,https://careers.rimac-group.com/,
Ryanair,ryanair.com,1,successfactors,career2,,-1,no,https://careers.ryanair.com/,
Ryanair,ryanair.com,1,successfactors,performancemanager,,-1,no,https://jobs.ryanair.com/,
Skroutz,skroutz.gr,1,workable,skroutz,,10,no,api-probe,
Stripe,stripe.com,1,greenhouse,stripe,,548,yes,api-probe,
Supercell,supercell.com,1,ashby,supercell,,38,yes,api-probe,
Sword Health,swordhealth.com,1,greenhouse,swordhealth,,1,yes,api-probe,
Sword Health,swordhealth.com,1,lever,swordhealth,,19,yes,api-probe,
Talkdesk,talkdesk.com,1,greenhouse,talkdesk2,,54,yes,https://job-boards.greenhouse.io/talkdesk2/,
UPM,upm.com,1,workday,upm,wd103/Careers,60,yes,https://www.upm.com/people-and-careers/,
UiPath,uipath.com,1,ashby,uipath,,112,yes,https://www.uipath.com/careers,
UiPath,uipath.com,1,bamboohr,uipath,,4,no,api-probe,
Veriff,veriff.com,1,greenhouse,veriff,,11,yes,api-probe,
Vestas,vestas.com,1,successfactors,performancemanager5,,-1,no,https://careers.vestas.com/search/?q=&locationsearch=,
Vestas,vestas.com,1,successfactors,rmkcdn,,-1,no,https://careers.vestas.com/search/?q=&locationsearch=,
Vestas,vestas.com,1,successfactors,career5,,-1,no,https://careers.vestas.com/search/?q=&locationsearch=,
Viva Wallet,vivawallet.com,1,workable,viva,,40,no,api-probe,
Wolt,wolt.com,1,greenhouse,wolt,,249,yes,api-probe,
Workhuman,workhuman.com,1,workday,workhuman,wd1/WorkhumanCareers,10,yes,https://www.workhuman.com/company/careers/,
eMAG,emag.ro,1,greenhouse,emag,,40,yes,api-probe,
Chaos,chaos.com,2,recruitee,chaos,,11,no,api-probe,
Codacy,codacy.com,2,personio,qamine-portugal,,1,no,https://www.codacy.com/careers,
Collibra,collibra.com,2,greenhouse,collibra,,41,yes,api-probe,
Deliverect,deliverect.com,2,lever,deliverect,,26,yes,https://www.deliverect.com/en/careers,
Eneba,eneba.com,2,ashby,eneba,,30,yes,api-probe,
Fenergo,fenergo.com,2,workable,fenergocareers,,-1,no,https://www.fenergo.com/,
FintechOS,fintechos.com,2,bamboohr,fintechos,,4,no,api-probe,
Flipdish,flipdish.com,2,greenhouse,flipdish,,6,yes,api-probe,
GN Group,gn.com,2,workday,gn,wd3/GN-Careers,74,yes,https://www.gn.com/,
Glia,glia.com,2,ashby,glia,,30,yes,https://www.glia.com/careers,
GoStudent,gostudent.org,2,greenhouse,gostudent,,24,yes,api-probe,
Hellas Direct,hellasdirect.gr,2,workable,hellasdirect,,6,no,https://www.hellasdirect.gr/kariera,
Just Eat Takeaway,justeattakeaway.com,2,workday,wonder,wd1/Grubhub_Careers,51,yes,https://careers.grubhub.com/,
Materialise,materialise.com,2,workday,materialise,wd103/Materialise_Jobs,46,yes,https://www.materialise.com/en,
Mercedes-Benz.io,mercedes-benz.io,2,bamboohr,mercedes,,4,no,api-probe,
Mollie,mollie.com,2,ashby,mollie,,34,yes,api-probe,
NTT DATA Romania,nttdata.ro,2,bamboohr,nttdata,,4,no,api-probe,
Orfium,orfium.com,2,workable,j,,-1,no,https://www.orfium.com/careers/,
Outfit7,outfit7.com,2,greenhouse,outfit7,,16,yes,api-probe,
Pleo,pleo.io,2,ashby,pleo,,41,yes,https://www.pleo.io/en/careers,
Reaktor,reaktor.com,2,ashby,reaktor,,21,yes,api-probe,
Relex Solutions,relexsolutions.com,2,greenhouse,relex,,36,yes,api-probe,
Showpad,showpad.com,2,greenhouse,showpad,,35,yes,api-probe,
Smartly,smartly.io,2,greenhouse,smartlyio,,78,yes,https://www.smartly.io/careers,
Span,span.eu,2,ashby,span,,34,yes,api-probe,
Starship Technologies,starship.xyz,2,teamtailor,starship,,-1,no,https://www.starship.xyz/careers/,
Storyblok,storyblok.com,2,greenhouse,storyblok,,12,yes,api-probe,
TTTech,tttech.com,2,successfactors,career55,,-1,no,https://tttech.com/jobs-career/jobs,
Teamleader,teamleader.eu,2,recruitee,careers-analytics,,-1,no,https://careers.teamleader.eu/,
Telenet,telenet.be,2,oraclecloud,ebza,em2/CX_1001,69,no,https://www2.telenet.be/corporate/nl/careers.html,
Templafy,templafy.com,2,teamtailor,templafy,,-1,no,https://www.templafy.com/home/about-us/careers/,
Tines,tines.com,2,greenhouse,tines,,24,yes,api-probe,
TransferGo,transfergo.com,2,greenhouse,transfergo,,5,yes,api-probe,
Tricentis,tricentis.com,2,workday,tricentis,wd1/Tricentis_Careers,28,yes,https://www.tricentis.com/company/careers,
Trustpilot,trustpilot.com,2,greenhouse,trustpilot,,48,yes,api-probe,
Version 1,version1.com,2,smartrecruiters,version1,,-1,yes,https://www.version1.com/careers/early-careers/,
Wayflyer,wayflyer.com,2,ashby,wayflyer,,18,yes,https://wayflyer.com/careers,
Amdaris,amdaris.com,3,greenhouse,amdaris,,15,yes,api-probe,
Anyline,anyline.com,3,personio,anyline-gmbh,,2,no,https://anyline.com/jobs,
Bird,bird.com,3,greenhouse,bird,,33,yes,api-probe,
CityBee,citybee.lt,3,workable,modus-mobility,,-1,no,https://citybee.lt/lt/,
Elastic,elastic.co,3,greenhouse,elastic,,228,yes,api-probe,
Framer,framer.com,3,personio,framer,,2,no,api-probe,
Interactio,interactio.io,3,bamboohr,interactio,,-1,no,https://www.interactio.com/careers,
Katana,katanamrp.com,3,ashby,katana,,2,yes,https://katanamrp.com/careers/,
LetsGetChecked,letsgetchecked.com,3,workable,letsgetchecked,,-1,no,https://www.letsgetchecked.com/kariera/,
Lighthouse,mylighthouse.com,3,greenhouse,lighthouse,,44,yes,api-probe,
Lunar,lunar.app,3,ashby,lunar,,14,yes,api-probe,
Pollfish,pollfish.com,3,workday,prodege,wd108/Prodege_Careers,24,yes,https://www.pollfish.com/,
Salv,salv.com,3,personio,salv,,1,no,api-probe,
TITAN Cement,titancement.com,3,ashby,titan,,10,yes,api-probe,
TITAN Cement,titancement.com,3,bamboohr,titan,,5,no,api-probe,
Veniam,veniam.com,3,greenhouse,veniam,,-1,yes,https://veniam.com/,
