company,domain,tier,ats,token,extra,jobs,supported,found_on,jsonld
Temenos,temenos.com,1,workday,temenos,wd103/Temenoscareers,17,yes,https://www.temenos.com/about-us/careers/,
Tietoevry,tietoevry.com,1,smartrecruiters,my-applications,,-1,yes,https://careers.tieto.com/,
Too Good To Go,toogoodtogo.com,1,greenhouse,toogoodtogo,,69,yes,api-probe,
Too Good To Go,toogoodtogo.com,1,ashby,toogoodtogo,,70,yes,api-probe,
Trustpilot,trustpilot.com,1,greenhouse,trustpilot,,43,yes,api-probe,
Version 1,version1.com,1,smartrecruiters,version1,,-1,yes,https://www.version1.com/careers/early-careers/,
Vestas,vestas.com,1,successfactors,performancemanager5,,-1,no,https://careers.vestas.com/search/?q=&locationsearch=,
Vestas,vestas.com,1,successfactors,rmkcdn,,-1,no,https://careers.vestas.com/search/?q=&locationsearch=,
Vestas,vestas.com,1,successfactors,career5,,-1,no,https://careers.vestas.com/search/?q=&locationsearch=,
Wartsila,wartsila.com,1,successfactors,career2,,-1,no,https://www.wartsila.com/careers,
Wayflyer,wayflyer.com,1,ashby,wayflyer,,18,yes,https://wayflyer.com/careers,
Wolt,wolt.com,1,greenhouse,wolt,,244,yes,api-probe,
Workhuman,workhuman.com,1,workday,workhuman,wd1/WorkhumanCareers,9,yes,https://www.workhuman.com/company/careers/,
Zuhlke,zuehlke.com,1,workday,zuehlke,wd3/Zuhlke-Careers,40,yes,https://www.zuehlke.com/de,
AIB,aib.ie,2,successfactors,career2,,-1,no,https://www.aib.ie/careers,
CRH,crh.com,2,successfactors,career2,,-1,no,https://www.crh.com/careers/europe-finance-graduate-program/,
Carlsberg,carlsberggroup.com,2,successfactors,performancemanager,,-1,no,https://careers.carlsberg.com/,
Carlsberg,carlsberggroup.com,2,successfactors,rmkcdn,,-1,no,https://careers.carlsberg.com/,
Carlsberg,carlsberggroup.com,2,successfactors,career2,,-1,no,https://careers.carlsberg.com/,
Demant,demant.com,2,successfactors,performancemanager5,,-1,no,https://careers.demant.com,
Demant,demant.com,2,successfactors,career5,,-1,no,https://careers.demant.com,
ELCA,elca.ch,2,oraclecloud,iaaras,ocs/CX_1,69,yes,https://elca-careers.com/,
ELCA,elca.ch,2,recruitee,elca,,1,yes,api-probe,
GN Store Nord,gn.com,2,workday,gn,wd3/GN-Careers,76,yes,https://www.gn.com/,
Galderma,galderma.com,2,workday,galderma,wd3/External,375,yes,https://www.galderma.com/careers,
Glanbia,glanbia.com,2,successfactors,career2,,-1,no,https://www.glanbia.com/careers/who-we-are,
Glanbia,glanbia.com,2,successfactors,performancemanager,,-1,no,https://careers.glanbia.com/,
Gofore,gofore.com,2,personio,gofore,,3,no,api-probe,
Grundfos,grundfos.com,2,successfactors,career5,,-1,no,https://www.grundfos.com/careers,
Grundfos,grundfos.com,2,successfactors,performancemanager5,,-1,no,https://jobs.grundfos.com/search/?q=&locale=en_GB&utm_source=CorpSite&utm_campaign=Corp_UK_Header_AllJobslink,
Grundfos,grundfos.com,2,successfactors,rmkcdn,,-1,no,https://jobs.grundfos.com/search/?q=&locale=en_GB&utm_source=CorpSite&utm_campaign=Corp_UK_Header_AllJobslink,
Grundfos,grundfos.com,2,successfactors,api012,,-1,no,https://jobs.grundfos.com/search/?q=&locale=en_GB&utm_source=CorpSite&utm_campaign=Corp_UK_Header_AllJobslink,
Holcim,holcim.com,2,teamtailor,holcim,,72,yes,api-probe,
Julius Baer,juliusbaer.com,2,ashby,julius,,4,yes,api-probe,
Julius Baer,juliusbaer.com,2,personio,julius,,5,no,api-probe,
Metso,metso.com,2,successfactors,career2,,-1,no,https://www.metso.com/corporate/careers/open-jobs/,
Milestone Systems,milestonesys.com,2,oraclecloud,fa-ewto-saasfaprod1,ocs/CX_1001,44,yes,https://www.milestonesys.com/,
Rockwool,rockwool.com,2,workday,rockwoolgroup,wd3/ROCKWOOL,197,yes,https://www.rockwool.com/group/about-us/careers/,
Ryanair,ryanair.com,2,successfactors,career2,,-1,no,https://careers.ryanair.com/,
Ryanair,ryanair.com,2,successfactors,performancemanager,,-1,no,https://jobs.ryanair.com/,
SIX Group,six-group.com,2,successfactors,career5,,-1,no,https://www.six-group.com/en/home.html,
SIX Group,six-group.com,2,successfactors,performancemanager5,,-1,no,https://jobs.six-group.com/search/?q&locationsearch&locale=en_US,
Saxo Bank,home.saxo,2,workday,saxobank,wd3/CareeratSaxoBank,73,yes,https://www.home.saxo/about-us/careers,
Siili Solutions,siili.com,2,teamtailor,siili,,4,yes,https://www.siili.com/join-us,
Small Giant Games,smallgiantgames.com,2,greenhouse,sggcareers,,1,yes,https://www.smallgiantgames.com/,
Solita,solita.fi,2,greenhouse,solita,,47,yes,api-probe,
Stora Enso,storaenso.com,2,ashby,stora,,3,yes,api-probe,
Stora Enso,storaenso.com,2,personio,stora,,4,no,api-probe,
Tecan,tecan.com,2,successfactors,performancemanager5,,-1,no,https://careers.tecan.com/search/,
Tecan,tecan.com,2,successfactors,career5,,-1,no,https://careers.tecan.com/search/,
Topsoe,topsoe.com,2,successfactors,career2,,-1,no,https://www.topsoe.com/careers,
UPM,upm.com,2,workday,upm,wd103/Careers,70,yes,https://www.upm.com/,
Unity Denmark,unity.com,2,bamboohr,unity,,5,RESTRICTED,api-probe,
Valmet,valmet.com,2,workday,valmet,wd103/External,162,yes,https://www.valmet.com/,
Velux,velux.com,2,workday,velux,wd3/Velux_Residential,101,yes,https://www.velux.com/company/career,
Zendesk Denmark,zendesk.com,2,workday,zendesk,wd1/zendesk,127,yes,https://www.zendesk.com/company/careers/,
An Post,anpost.com,3,oraclecloud,fa-ewnd-saasfaprod1,ocs/CX_2001,6,yes,https://www.anpost.com/Working-with-An-Post/Careers,
FLSmidth,flsmidth.com,3,workday,flsmidth,wd3/FLS_Global,144,yes,https://fls.com/en/company/careers/open-positions,
Huhtamaki,huhtamaki.com,3,workday,huhtamaki,wd103/External,47,yes,https://www.huhtamaki.com/en/careers/,
Kemira,kemira.com,3,successfactors,career2,,-1,no,https://www.kemira.com/careers/,
Kemira,kemira.com,3,successfactors,performancemanager,,-1,no,https://careers.kemira.com/search/?createNewAlert=false&q=&locationsearch=,
Planmeca,planmeca.com,3,teamtailor,planmecaoy,,7,yes,https://www.planmeca.com/company/careers/,
Ponsse,ponsse.com,3,workday,ponsse,wd3/PonsseCareers,9,yes,https://ura.ponsse.com/en/,
Terma,terma.com,3,successfactors,career5,,-1,no,https://www.terma.com/join-us/apply-for-a-job/,
Uniphar,uniphar.ie,3,workday,uniphar,wd3/uniphar_external_careers,169,yes,https://uniphar.ie/,
