company,domain,tier,ats,token,extra,jobs,supported,found_on,jsonld
Grover,grover.com,2,greenhouse,grover,,11,yes,https://www.grover.com/de-en/g-about/grover-careers,
HelloFresh,hellofresh.com,2,greenhouse,hellofresh,,333,yes,api-probe,
HelloFresh,hellofresh.com,2,bamboohr,hellofresh,,5,RESTRICTED,api-probe,
Isar Aerospace,isaraerospace.com,2,greenhouse,isaraerospace,,90,yes,api-probe,
Mambu,mambu.com,2,icims,careers-mambu,,-1,no,https://mambu.com/en/careers,
Moss,getmoss.com,2,ashby,moss,,35,yes,api-probe,
N26,n26.com,2,greenhouse,n26,,79,yes,api-probe,
Neo4j,neo4j.com,2,greenhouse,neo4j,,41,yes,api-probe,
Personio,personio.com,2,recruitee,personio,,1,yes,api-probe,
Personio,personio.com,2,personio,personio,,1,no,api-probe,
Pliant,getpliant.com,2,ashby,pliant,,43,yes,https://www.getpliant.com/en/careers,
Raisin,raisin.com,2,greenhouse,raisin,,36,yes,api-probe,
Scalable Capital,scalable.capital,2,smartrecruiters,scalablegmbh,,-1,yes,https://de.scalable.capital/careers,
Scalable Capital,scalable.capital,2,workable,scalable,,5,yes,api-probe,
Scalable Capital,scalable.capital,2,personio,scalablecapital,,1,no,api-probe,
Solaris,solarisgroup.com,2,bamboohr,solaris,,3,RESTRICTED,api-probe,
Spryker,spryker.com,2,greenhouse,spryker,,1,yes,api-probe,
Staffbase,staffbase.com,2,greenhouse,staffbase,,31,yes,api-probe,
Sumup,sumup.com,2,greenhouse,sumup,,376,yes,api-probe,
Trade Republic,traderepublic.com,2,greenhouse,traderepublic,,1,yes,api-probe,
Ada Health,ada.com,3,greenhouse,adahealth,,0,yes,https://about.ada.com/careers/,
Ada Health,ada.com,3,personio,ada,,1,no,api-probe,
Aleph Alpha,aleph-alpha.com,3,ashby,alephalpha,,2,yes,https://aleph-alpha.com/,
Aleph Alpha,aleph-alpha.com,3,lever,aleph,,99,yes,api-probe,
Black Forest Labs,bfl.ai,3,greenhouse,blackforestlabs,,13,yes,api-probe,
Black Forest Labs,bfl.ai,3,ashby,black-forest-labs,,13,yes,api-probe,
Black Forest Labs,bfl.ai,3,bamboohr,black,,5,RESTRICTED,api-probe,
Circus,circus-group.com,3,personio,circus,,9,no,https://www.circus-group.com/career,
DeepL,deepl.com,3,ashby,deepl,,49,yes,https://www.deepl.com/en/careers?source=DeepLFooter,
Helsing,helsing.ai,3,greenhouse,helsing,,133,yes,api-probe,
Kraftblock,kraftblock.com,3,personio,kraftblock,,1,no,https://www.kraftblock.com/careers,
Kry,kry.se,3,teamtailor,kry-1719827697,,-1,no,https://www.kry.se/en/careers/,
Langfuse,langfuse.com,3,ashby,langfuse,,8,yes,https://langfuse.com/careers,
Merantix,merantix.com,3,personio,merantix,,20,no,api-probe,
Parloa,parloa.com,3,greenhouse,parloa,,58,yes,api-probe,
Personio,jobs.personio.de,3,recruitee,jobs,,13,yes,api-probe,
Personio,jobs.personio.de,3,personio,personio,,1,no,api-probe,
Planet A,planet-a.com,3,personio,planet-a,,3,no,api-probe,
Tourlane,tourlane.com,3,ashby,tourlane,,9,yes,https://careers.tourlane.com/,
Vay,vay.io,3,greenhouse,vay,,12,yes,api-probe,
Wingcopter,wingcopter.com,3,personio,wingcopter,,13,no,https://wingcopter.com/careers,
