company,domain,tier,ats,token,extra,jobs,supported,found_on,jsonld
Wargaming Cyprus,wargaming.com,1,greenhouse,wargamingen,,48,yes,https://wargaming.com/en/,
Alpha Bank,alpha.gr,2,recruitee,alpha,,2,yes,api-probe,
Catena Media,catenamedia.com,2,ashby,catena,,3,yes,api-probe,
Catena Media,catenamedia.com,2,bamboohr,catenamedia,,12,RESTRICTED,api-probe,
Eurobank,eurobank.gr,2,workable,eurobank,,1,yes,api-probe,
GoTo Hungary,goto.com,2,workday,goto,wd5/gotocareers,16,yes,https://www.goto.com/company/careers,
Hrvatski Telekom,t.ht.hr,2,successfactors,career16,,-1,no,https://www.t.ht.hr/en/careers,
Intralot,intralot.com,2,recruitee,intralot,,40,yes,https://www.intralot.com/the-company/careers/search-our-job-openings-and-apply/,
Nemetschek Bulgaria,nemetschek.bg,2,recruitee,nemetschekbulgaria,,1,yes,api-probe,
OTP Bank,otpbank.hu,2,teamtailor,otp,,6,yes,api-probe,
OTP Bank,otpbank.hu,2,bamboohr,otp,,1,RESTRICTED,api-probe,
Piraeus Bank,piraeusbank.gr,2,workable,piraeus-bank,,4,yes,api-probe,
Pollfish,pollfish.com,2,workday,prodege,wd108/Prodege_Careers,22,yes,https://www.pollfish.com/,
Richter Gedeon,gedeonrichter.com,2,personio,richter,,5,no,api-probe,
SES,ses.com,2,successfactors,performancemanager5,,-1,no,https://careers.ses.com/search/?createNewAlert=false&amp;q=&amp;locationsearch=&amp;optionsFacetsDD_customfield3=&amp;optionsFacetsDD_customfield5=,
SES,ses.com,2,successfactors,career5,,-1,no,https://careers.ses.com/search/?createNewAlert=false&amp;q=&amp;locationsearch=&amp;optionsFacetsDD_customfield3=&amp;optionsFacetsDD_customfield5=,
SES,ses.com,2,greenhouse,ses,,3,yes,api-probe,
Turbine AI,turbine.ai,2,bamboohr,turbineai,,8,RESTRICTED,https://turbine.ai/,
Turbine AI,turbine.ai,2,bamboohr,staticfe,,-1,RESTRICTED,https://turbineai.bamboohr.com/careers/,
Upstream,upstreamsystems.com,2,workable,upstream,,17,yes,api-probe,
Wizz Air,wizzair.com,2,ashby,wizz,,7,yes,api-probe,
Yettel,yettel.bg,2,successfactors,hcm55,,-1,no,https://jobs.ceetelcogroup.com/,
Yettel,yettel.bg,2,successfactors,career55,,-1,no,https://jobs.ceetelcogroup.com/,
Amazon Luxembourg,amazon.jobs,3,personio,amazon,,3,no,api-probe,
Atlantic Grupa,atlanticgrupa.com,3,successfactors,performancemanager,,-1,no,https://careers.atlanticgrupa.com/?locale=hr_HR,
Atlantic Grupa,atlanticgrupa.com,3,successfactors,rmkcdn,,-1,no,https://careers.atlanticgrupa.com/?locale=hr_HR,
Atlantic Grupa,atlanticgrupa.com,3,successfactors,career2,,-1,no,https://careers.atlanticgrupa.com/?locale=hr_HR,
BMIT Technologies,bmit.com.mt,3,bamboohr,bmit,,5,RESTRICTED,api-probe,
Genesis Pharma,genesispharma.com,3,lever,genesis,,4,yes,api-probe,
Genesis Pharma,genesispharma.com,3,ashby,genesis,,42,yes,api-probe,
Genesis Pharma,genesispharma.com,3,bamboohr,genesis,,1,RESTRICTED,api-probe,
Kaufland Bulgaria,kaufland.bg,3,successfactors,career5,,-1,no,https://kariera.kaufland.bg/,
Lamda Development,lamdadev.com,3,successfactors,career2,,-1,no,https://www.lamdadev.com/kariera,
Nium Malta,nium.com,3,lever,nium,,39,yes,https://www.nium.com:443/careers,
POST Luxembourg,post.lu,3,ashby,post,,4,yes,api-probe,
Titan Cement,titancement.com,3,ashby,titan,,10,yes,api-probe,
Titan Cement,titancement.com,3,bamboohr,titan,,5,RESTRICTED,api-probe,
Wolt Malta,wolt.com,3,greenhouse,wolt,,244,yes,api-probe,
