company,domain,tier
Yokoy,yokoy.io,1
Proton,proton.me,1
Kudelski,kudelski.com,2
On Running,on.com,1
Galderma,galderma.com,2
Ypsomed,ypsomed.com,3
Tecan,tecan.com,2
Zuhlke,zuehlke.com,1
ELCA,elca.ch,2
Netcetera,netcetera.com,2
Sportradar,sportradar.com,1
# --- Finland ---------------------------------------------------------------------------
Nokia,nokia.com,1
Wartsila,wartsila.com,1
KONE,kone.com,1
Neste,neste.com,2
Fortum,fortum.com,2
UPM,upm.com,2
Stora Enso,storaenso.com,2
Metso,metso.com,2
Valmet,valmet.com,2
Konecranes,konecranes.com,2
Cargotec,cargotec.com,2
Huhtamaki,huhtamaki.com,3
Kesko,kesko.fi,3
Elisa,elisa.fi,2
OP Financial,op.fi,2
Supercell,supercell.com,1
Rovio,rovio.com,1
Small Giant Games,smallgiantgames.com,2
Wolt,wolt.com,1
Smartly,smartly.io,1
Aiven,aiven.io,1
Relex Solutions,relexsolutions.com,1
Vaisala,vaisala.com,2
Framery,frameryacoustics.com,2
Swappie,swappie.com,1
Enfuce,enfuce.com,2
Reaktor,reaktor.com,1
Futurice,futurice.com,1
Siili Solutions,siili.com,2
Gofore,gofore.com,2
Solita,solita.fi,2
Tietoevry,tietoevry.com,1
Bittium,bittium.com,3
Varjo,varjo.com,1
Ponsse,ponsse.com,3
Kemira,kemira.com,3
Orion Pharma,orion.fi,2
Planmeca,planmeca.com,3
# --- Ireland ---------------------------------------------------------------------------
Intercom,intercom.com,1
Workhuman,workhuman.com,1
Flipdish,flipdish.com,1
Wayflyer,wayflyer.com,1
LetsGetChecked,letsgetchecked.com,1
CarTrawler,cartrawler.com,1
Datalex,datalex.com,2
Version 1,version1.com,1
Ergo,ergo.ie,2
Storm Technology,storm.ie,3
First Derivative,firstderivative.com,2
Fexco,fexco.com,2
Fineos,fineos.com,1
Corlytics,corlytics.com,2
TransferMate,transfermate.com,2
AIB,aib.ie,2
Bank of Ireland,bankofireland.com,2
Irish Life,irishlife.ie,2
ESB,esb.ie,2
EirGrid,eirgridgroup.com,3
Ryanair,ryanair.com,2
Aer Lingus,aerlingus.com,3
Kerry Group,kerry.com,2
Glanbia,glanbia.com,2
CRH,crh.com,2
Kingspan,kingspan.com,2
Greencore,greencore.com,3
ICON plc,iconplc.com,1
Uniphar,uniphar.ie,3
An Post,anpost.com,3
Musgrave,musgravegroup.com,3
Applegreen,applegreenstores.com,3
Flutter Entertainment,flutter.com,1
